"Carimbo de data/hora","Em que período você se encontra?","Que curso você faz?","Em que campus você estuda?","Você acredita que as vagas ofertadas no RAE foram suficientes?","Com relação às disciplinas que queria cursar, você conseguiu se matricular em:","No geral, você acha o RAE:","Você acredita que o seu desempenho no RAE, em comparação com o presencial:","Na sua opinião, a qualidade do ensino no RAE, em comparação com o presencial, é:","Você acredita que o RAE afetou sua saúde mental para:","No que diz respeito a dificuldades técnicas (queda de internet ou energia, indisponibilidade de equipamento etc), você passa por elas:","Na sua opinião, os professores são tolerantes com imprevistos que impossibilitem a realização de atividades?","No geral, você acha que essas dificuldades prejudicam o seu desempenho?","Em geral, você acha que a atuação dos professores no RAE é/está sendo:","Na sua experiência, o atendimento individual dos professores aos alunos está sendo:","Na sua opinião, em comparação com o regime presencial, no RAE os professores estão:","No geral, em comparação com o regime presencial, você acha que o volume de atividades exigidas no RAE é:","Você julga esse volume de atividades abusivo?","Como você avalia a atuação da UFCG diante da pandemia?","Como você avalia o desempenho da coordenação do seu curso no atendimento e suporte aos estudantes no RAE?"
"2020/11/05 4:14:25 PM GMT-3","2","Engenharia Mecânica","Campina Grande","Não","Nenhuma","Ruim","Piorou","Pior","Pior","Frequentemente","Não","Sim","Razoável","Insuficiente","Mais exigentes","Maior","Sim","Regular","Regular"
"2020/11/05 4:15:44 PM GMT-3","2","Engenharia Elétrica","Campina Grande","Não","Algumas","Razoável","Melhorou","Pior","Pior","Nunca","Não","Sim","Péssima","Inexistente","Mais exigentes","Muito maior","Sim","Péssima","Excelente"
"2020/11/05 4:16:35 PM GMT-3","2","Ciências Biológicas","Patos","Não","Algumas","Bom","Melhorou","Igual","Não sei/Não quero responder","Frequentemente","Sim","Sim","Boa","Bom","Tão exigentes quanto","Maior","Não sei/Não quero responder","Excelente","Regular"
"2020/11/05 4:17:47 PM GMT-3","1","Química","Cuité","Não","Algumas","Razoável","Piorou","Pior","Não sei/Não quero responder","Raramente","Sim","Sim","Ruim","Inexistente","Tão exigentes quanto","Muito maior","Sim","Regular","Bom"
"2020/11/05 4:19:56 PM GMT-3","2","Nutrição","Cuité","Não","Algumas","Razoável","Piorou","Pior","Pior","Frequentemente","Sim","Sim","Razoável","Insuficiente","Mais exigentes","Muito maior","Sim","Ruim","Ruim"
"2020/11/05 4:20:43 PM GMT-3","6","Medicina","Campina Grande","Sim","Todas","Razoável","Melhorou","Igual","Não afetou","Raramente","Não","Nao","Boa","Razoável","Mais exigentes","Maior","Sim","Péssima","Péssimo"
"2020/11/05 4:22:31 PM GMT-3","7","Direito","Sousa","Não","Todas","Péssimo","Piorou","Pior","Pior","Frequentemente","Não sei/Não quero responder","Sim","Ruim","Insuficiente","Menos exigentes","Maior","Sim","Péssima","Péssimo"
"2020/11/05 4:22:56 PM GMT-3","2","Nutrição","Cuité","Não","Algumas","Bom","Não mudou","Pior","Pior","Frequentemente","Sim","Nao","Razoável","Bom","Tão exigentes quanto","Muito maior","Não","Boa","Bom"
"2020/11/05 4:23:13 PM GMT-3","10","Ciências Biológicas","Cuité","Não","Algumas","Péssimo","Piorou","Pior","Pior","Frequentemente","Sim","Sim","Razoável","Razoável","Menos exigentes","Muito maior","Sim","Péssima","Regular"
"2020/11/05 4:25:06 PM GMT-3","6","Medicina","Campina Grande","Sim","Algumas","Bom","Não sei/Não quero responder","Não sei/Não quero responder","Pior","Raramente","Sim","Não sei/Não quero responder","Boa","Não sei/Não quero responder","Mais exigentes","Maior","Não sei/Não quero responder","Regular","Bom"
"2020/11/05 4:26:05 PM GMT-3","3","Direito","Sousa","Sim","Todas","Ruim","Piorou","Pior","Pior","Raramente","Sim","Sim","Ruim","Razoável","Tão exigentes quanto","Maior","Sim","Regular","Não sei/Não quero responder"
"2020/11/05 4:26:45 PM GMT-3","5","Farmácia","Cuité","Não","Todas","Ruim","Piorou","Pior","Pior","Frequentemente","Não","Sim","Razoável","Inexistente","Mais exigentes","Muito maior","Sim","Péssima","Péssimo"
"2020/11/05 4:26:59 PM GMT-3","1","Ciência da Computação","Campina Grande","Sim","Todas","Razoável","Piorou","Pior","Não afetou","Raramente","Sim","Nao","Boa","Razoável","Não sei/Não quero responder","Não sei/Não quero responder","Não","Regular","Não sei/Não quero responder"
"2020/11/05 4:29:18 PM GMT-3","5","Farmácia","Cuité","Sim","Algumas","Ruim","Piorou","Pior","Pior","Raramente","Sim","Nao","Boa","Bom","Mais exigentes","Maior","Sim","Boa","Bom"
"2020/11/05 4:30:24 PM GMT-3","7","Engenharia Civil","Pombal","Não","Algumas","Razoável","Piorou","Pior","Pior","Raramente","Sim","Sim","Razoável","Razoável","Mais exigentes","Maior","Não","Regular","Excelente"
"2020/11/05 4:30:32 PM GMT-3","1","Nutrição","Cuité","Não","Todas","Bom","Melhorou","Igual","Não sei/Não quero responder","Não sei/Não quero responder","Não sei/Não quero responder","Não sei/Não quero responder","Boa","Bom","Mais exigentes","Muito maior","Sim","Boa","Bom"
"2020/11/05 4:34:20 PM GMT-3","1","Engenharia Civil","Campina Grande","Não","Algumas","Razoável","Piorou","Pior","Pior","Raramente","Sim","Sim","Razoável","Insuficiente","Mais exigentes","Muito maior","Sim","Ruim","Não sei/Não quero responder"
"2020/11/05 4:34:28 PM GMT-3","6","Física","Campina Grande","Não","Algumas","Péssimo","Piorou","Pior","Pior","Raramente","Sim","Sim","Razoável","Não sei/Não quero responder","Menos exigentes","Menor","Não","Regular","Bom"
"2020/11/05 4:35:02 PM GMT-3","2","Engenharia Mecânica","Campina Grande","Não","Algumas","Péssimo","Não mudou","Pior","Pior","Raramente","Sim","Não passo por essas dificuldades","Ruim","Insuficiente","Tão exigentes quanto","Igual","Não","Boa","Péssimo"
"2020/11/05 4:37:10 PM GMT-3","4","Enfermagem","Cuité","Não","Algumas","Ruim","Piorou","Pior","Pior","Frequentemente","Sim","Sim","Razoável","Bom","Tão exigentes quanto","Muito maior","Sim","Ruim","Bom"
"2020/11/05 4:39:02 PM GMT-3","5","Engenharia de Alimentos","Pombal","Sim","Algumas","Ruim","Piorou","Pior","Pior","Frequentemente","Sim","Sim","Boa","Razoável","Mais exigentes","Maior","Sim","Regular","Bom"
"2020/11/05 4:45:21 PM GMT-3","9","Engenharia Química","Campina Grande","Sim","Todas","Razoável","Não mudou","Pior","Pior","Nunca","Sim","Não passo por essas dificuldades","Boa","Bom","Mais exigentes","Muito maior","Sim","Péssima","Regular"
"2020/11/05 4:45:22 PM GMT-3","1","Nutrição","Cuité","Não sei/Não quero responder","Algumas","Razoável","Não mudou","Pior","Pior","Raramente","Sim","Sim","Boa","Bom","Tão exigentes quanto","Não sei/Não quero responder","Não","Boa","Regular"
"2020/11/05 4:47:10 PM GMT-3","3","Ciências Biológicas","Cuité","Sim","Algumas","Razoável","Não mudou","Igual","Pior","Frequentemente","Sim","Sim","Excelente","Bom","Menos exigentes","Igual","Não","Boa","Excelente"
"2020/11/05 4:48:46 PM GMT-3","5","Nutrição","Cuité","Não sei/Não quero responder","Algumas","Não sei/Não quero responder","Piorou","Pior","Pior","Raramente","Sim","Sim","Excelente","Razoável","Menos exigentes","Muito menor","Não","Regular","Regular"
"2020/11/05 4:49:22 PM GMT-3","4","Odontologia","Patos","Sim","Algumas","Péssimo","Piorou","Pior","Pior","Frequentemente","Não","Sim","Razoável","Insuficiente","Tão exigentes quanto","Maior","Sim","Péssima","Bom"
"2020/11/05 4:49:44 PM GMT-3","2","Engenharia Mecânica","Campina Grande","Não","Algumas","Ruim","Piorou","Pior","Pior","Raramente","Não sei/Não quero responder","Sim","Razoável","Insuficiente","Menos exigentes","Maior","Não","Péssima","Ruim"
"2020/11/05 4:50:24 PM GMT-3","2","Engenharia Mecânica","Campina Grande","Não","Algumas","Ruim","Não mudou","Pior","Pior","Frequentemente","Não","Sim","Razoável","Razoável","Mais exigentes","Muito maior","Sim","Ruim","Bom"
"2020/11/05 4:50:32 PM GMT-3","2","Farmácia","Cuité","Não","Todas","Bom","Não mudou","Igual","Não afetou","Raramente","Não","Não passo por essas dificuldades","Razoável","Excelente","Mais exigentes","Maior","Não","Regular","Regular"
"2020/11/05 4:52:32 PM GMT-3","2","Nutrição","Cuité","Não","Algumas","Péssimo","Piorou","Pior","Pior","Frequentemente","Não","Sim","Razoável","Insuficiente","Mais exigentes","Muito maior","Sim","Regular","Regular"
"2020/11/05 4:53:19 PM GMT-3","8","Administração","Campina Grande","Não sei/Não quero responder","Algumas","Bom","Piorou","Pior","Não afetou","Raramente","Sim","Nao","Boa","Razoável","Tão exigentes quanto","Muito maior","Sim","Regular","Bom"
"2020/11/05 4:55:20 PM GMT-3","4","Ciência da Computação","Campina Grande","Sim","Algumas","Ruim","Piorou","Pior","Pior","Raramente","Sim","Não passo por essas dificuldades","Boa","Razoável","Menos exigentes","Maior","Não sei/Não quero responder","Regular","Excelente"
"2020/11/05 4:58:59 PM GMT-3","3","Ciência da Computação","Campina Grande","Não","Todas","Ruim","Não mudou","Pior","Pior","Raramente","Não sei/Não quero responder","Sim","Boa","Insuficiente","Menos exigentes","Maior","Não sei/Não quero responder","Péssima","Excelente"
"2020/11/05 4:59:32 PM GMT-3","2","Engenharia Mecânica","Campina Grande","Não","Algumas","Ruim","Piorou","Pior","Não afetou","Nunca","Sim","Sim","Razoável","Razoável","Tão exigentes quanto","Igual","Não","Péssima","Ruim"
"2020/11/05 4:59:40 PM GMT-3","7","Ciências Biológicas","Cuité","Não","Todas","Razoável","Piorou","Pior","Pior","Raramente","Não","Sim","Razoável","Razoável","Mais exigentes","Muito maior","Sim","Regular","Excelente"
"2020/11/05 5:00:09 PM GMT-3","2","Nutrição","Cuité","Não","Todas","Razoável","Não mudou","Pior","Pior","Raramente","Sim","Sim","Razoável","Razoável","Mais exigentes","Maior","Sim","Regular","Regular"
"2020/11/05 5:00:18 PM GMT-3","8","Nutrição","Cuité","Não","Nenhuma","Péssimo","Não sei/Não quero responder","Pior","Pior","Frequentemente","Não","Sim","Péssima","Inexistente","Mais exigentes","Muito maior","Sim","Péssima","Péssimo"
"2020/11/05 5:02:11 PM GMT-3","1","Nutrição","Cuité","Sim","Todas","Razoável","Piorou","Pior","Não afetou","Raramente","Sim","Sim","Boa","Bom","Tão exigentes quanto","Muito maior","Não","Boa","Bom"
"2020/11/05 5:02:12 PM GMT-3","3","Ciências Biológicas","Cuité","Sim","Todas","Razoável","Não mudou","Pior","Pior","Frequentemente","Sim","Sim","Excelente","Excelente","Mais exigentes","Muito maior","Não","Regular","Excelente"
"2020/11/05 5:03:23 PM GMT-3","1","Nutrição","Cuité","Sim","Todas","Bom","Não mudou","Igual","Não afetou","Raramente","Sim","Não passo por essas dificuldades","Boa","Bom","Tão exigentes quanto","Igual","Não","Boa","Bom"
"2020/11/05 5:05:40 PM GMT-3","1","Nutrição","Cuité","Não sei/Não quero responder","Todas","Razoável","Piorou","Igual","Pior","Frequentemente","Sim","Sim","Boa","Bom","Não sei/Não quero responder","Maior","Sim","Boa","Bom"
"2020/11/05 5:05:56 PM GMT-3","1","Direito","Sousa","Não sei/Não quero responder","Todas","Bom","Melhorou","Igual","Pior","Frequentemente","Não sei/Não quero responder","Sim","Razoável","Excelente","Menos exigentes","Maior","Não","Não sei/Não quero responder","Excelente"
"2020/11/05 5:07:49 PM GMT-3","7","Ciências Biológicas","Cuité","Não","Nenhuma","Bom","Não mudou","Pior","Não afetou","Raramente","Sim","Nao","Boa","Bom","Mais exigentes","Maior","Não","Péssima","Ruim"
"2020/11/05 5:08:27 PM GMT-3","10","Farmácia","Cuité","Não","Todas","Razoável","Não mudou","Pior","Não sei/Não quero responder","Frequentemente","Não","Sim","Ruim","Insuficiente","Tão exigentes quanto","Muito maior","Não sei/Não quero responder","Regular","Regular"
"2020/11/05 5:08:49 PM GMT-3","2","Enfermagem","Cuité","Não","Todas","Péssimo","Piorou","Pior","Pior","Raramente","Sim","Sim","Ruim","Bom","Tão exigentes quanto","Muito maior","Sim","Péssima","Excelente"
"2020/11/05 5:11:43 PM GMT-3","5","Direito","Sousa","Não","Todas","Péssimo","Piorou","Pior","Pior","Raramente","Sim","Sim","Péssima","Razoável","Não sei/Não quero responder","Muito maior","Sim","Regular","Regular"
"2020/11/05 5:13:16 PM GMT-3","4","Engenharia Civil","Pombal","Sim","Todas","Péssimo","Piorou","Pior","Não afetou","Frequentemente","Não sei/Não quero responder","Sim","Razoável","Bom","Mais exigentes","Muito maior","Sim","Ruim","Bom"
"2020/11/05 5:17:16 PM GMT-3","3","Administração","Sousa","Sim","Todas","Bom","Melhorou","Pior","Pior","Raramente","Não","Sim","Boa","Bom","Mais exigentes","Muito maior","Sim","Boa","Bom"
"2020/11/05 5:17:30 PM GMT-3","5","Direito","Sousa","Não","Todas","Péssimo","Piorou","Pior","Pior","Frequentemente","Não","Sim","Razoável","Razoável","Menos exigentes","Muito maior","Sim","Péssima","Regular"
"2020/11/05 5:20:10 PM GMT-3","4","Administração","Sousa","Sim","Todas","Ruim","Piorou","Pior","Pior","Raramente","Não sei/Não quero responder","Sim","Razoável","Razoável","Mais exigentes","Maior","Sim","Regular","Ruim"
"2020/11/05 5:21:21 PM GMT-3","3","Ciências Biológicas","Patos","Sim","Algumas","Razoável","Piorou","Pior","Pior","Raramente","Não","Nao","Razoável","Razoável","Mais exigentes","Muito maior","Sim","Boa","Bom"
"2020/11/05 5:21:29 PM GMT-3","8","Nutrição","Cuité","Sim","Todas","Bom","Não mudou","Melhor","Não afetou","Raramente","Sim","Não passo por essas dificuldades","Boa","Insuficiente","Tão exigentes quanto","Maior","Não","Ruim","Regular"
"2020/11/05 5:21:33 PM GMT-3","1","Pedagogia","Campina Grande","Não","Algumas","Bom","Piorou","Pior","Não afetou","Frequentemente","Não sei/Não quero responder","Sim","Boa","Inexistente","Mais exigentes","Maior","Não","Regular","Bom"
"2020/11/05 5:22:05 PM GMT-3","1","Ciências Biológicas","Cuité","Não sei/Não quero responder","Algumas","Ruim","Piorou","Pior","Não sei/Não quero responder","Raramente","Sim","Sim","Razoável","Razoável","Menos exigentes","Não sei/Não quero responder","Não sei/Não quero responder","Regular","Regular"
"2020/11/05 5:22:50 PM GMT-3","5","Farmácia","Cuité","Não","Algumas","Razoável","Piorou","Igual","Não sei/Não quero responder","Raramente","Não","Sim","Boa","Bom","Mais exigentes","Muito maior","Sim","Regular","Bom"
"2020/11/05 5:23:37 PM GMT-3","5","Engenharia de Alimentos","Pombal","Não sei/Não quero responder","Algumas","Bom","Piorou","Não sei/Não quero responder","Pior","Frequentemente","Não","Sim","Razoável","Insuficiente","Tão exigentes quanto","Muito maior","Sim","Ruim","Regular"
"2020/11/05 5:24:20 PM GMT-3","3","Administração","Sousa","Não","Algumas","Razoável","Piorou","Pior","Não afetou","Frequentemente","Não","Sim","Razoável","Razoável","Tão exigentes quanto","Maior","Sim","Boa","Bom"
"2020/11/05 5:29:41 PM GMT-3","5","Direito","Sousa","Sim","Todas","Ruim","Piorou","Pior","Pior","Frequentemente","Não sei/Não quero responder","Sim","Boa","Bom","Menos exigentes","Igual","Não","Ruim","Ruim"
"2020/11/05 5:30:16 PM GMT-3","3","Direito","Sousa","Sim","Todas","Ruim","Piorou","Pior","Não afetou","Frequentemente","Não","Sim","Razoável","Bom","Tão exigentes quanto","Menor","Não","Ruim","Bom"
"2020/11/05 5:30:41 PM GMT-3","2","Arquitetura e Urbanismo","Campina Grande","Não","Algumas","Bom","Não mudou","Pior","Não afetou","Raramente","Sim","Não sei/Não quero responder","Boa","Bom","Menos exigentes","Igual","Não","Boa","Excelente"
"2020/11/05 5:32:22 PM GMT-3","5","Direito","Sousa","Sim","Todas","Excelente","Melhorou","Melhor","Melhor","Nunca","Sim","Não passo por essas dificuldades","Excelente","Excelente","Tão exigentes quanto","Igual","Não","Regular","Bom"
"2020/11/05 5:33:28 PM GMT-3","9","Engenharia Mecânica","Campina Grande","Não","Algumas","Bom","Não mudou","Igual","Não afetou","Raramente","Sim","Sim","Razoável","Insuficiente","Mais exigentes","Muito maior","Sim","Regular","Regular"
"2020/11/05 5:36:15 PM GMT-3","7","Medicina","Campina Grande","Não","Algumas","Ruim","Não mudou","Pior","Não afetou","Raramente","Não","Sim","Ruim","Razoável","Tão exigentes quanto","Maior","Não","Péssima","Péssimo"
"2020/11/05 5:37:32 PM GMT-3","5","Direito","Sousa","Sim","Todas","Ruim","Piorou","Pior","Pior","Frequentemente","Sim","Sim","Razoável","Razoável","Mais exigentes","Muito maior","Sim","Péssima","Regular"
"2020/11/05 5:38:11 PM GMT-3","5","Direito","Sousa","Não","Todas","Ruim","Piorou","Pior","Pior","Frequentemente","Não","Sim","Razoável","Insuficiente","Tão exigentes quanto","Igual","Sim","Ruim","Ruim"
"2020/11/05 5:38:16 PM GMT-3","7","Direito","Sousa","Sim","Algumas","Razoável","Piorou","Pior","Pior","Frequentemente","Sim","Sim","Boa","Insuficiente","Tão exigentes quanto","Maior","Não","Regular","Regular"
"2020/11/05 5:41:16 PM GMT-3","4","Farmácia","Cuité","Não","Algumas","Excelente","Melhorou","Igual","Não afetou","Raramente","Não","Nao","Excelente","Inexistente","Tão exigentes quanto","Muito maior","Sim","Boa","Bom"
"2020/11/05 5:42:27 PM GMT-3","7","Nutrição","Cuité","Não","Nenhuma","Péssimo","Piorou","Pior","Pior","Frequentemente","Não","Sim","Péssima","Insuficiente","Mais exigentes","Muito maior","Sim","Péssima","Ruim"
"2020/11/05 5:43:27 PM GMT-3","9","Direito","Sousa","Não","Algumas","Razoável","Não sei/Não quero responder","Não sei/Não quero responder","Não sei/Não quero responder","Frequentemente","Sim","Sim","Boa","Bom","Tão exigentes quanto","Muito maior","Não sei/Não quero responder","Regular","Regular"
"2020/11/05 5:43:41 PM GMT-3","7","Ciências Biológicas","Cuité","Não","Todas","Razoável","Melhorou","Não sei/Não quero responder","Não afetou","Frequentemente","Sim","Sim","Boa","Bom","Menos exigentes","Igual","Não","Regular","Bom"
"2020/11/05 5:44:17 PM GMT-3","3","Direito","Sousa","Não sei/Não quero responder","Todas","Razoável","Piorou","Pior","Não sei/Não quero responder","Raramente","Sim","Sim","Razoável","Razoável","Mais exigentes","Maior","Sim","Regular","Regular"
"2020/11/05 5:44:19 PM GMT-3","1","Nutrição","Cuité","Não sei/Não quero responder","Todas","Razoável","Não mudou","Pior","Não sei/Não quero responder","Raramente","Sim","Sim","Razoável","Bom","Mais exigentes","Muito maior","Sim","Regular","Excelente"
"2020/11/05 5:47:32 PM GMT-3","1","Nutrição","Cuité","Não","Todas","Razoável","Não sei/Não quero responder","Não sei/Não quero responder","Pior","Frequentemente","Sim","Sim","Boa","Bom","Mais exigentes","Muito maior","Não sei/Não quero responder","Regular","Bom"
"2020/11/05 5:48:44 PM GMT-3","3","Administração","Sousa","Sim","Algumas","Razoável","Melhorou","Igual","Pior","Raramente","Não","Sim","Razoável","Insuficiente","Mais exigentes","Muito maior","Sim","Excelente","Regular"
"2020/11/05 5:55:29 PM GMT-3","2","Ciências Biológicas","Patos","Não","Algumas","Ruim","Piorou","Pior","Pior","Raramente","Não","Sim","Ruim","Insuficiente","Mais exigentes","Maior","Sim","Ruim","Péssimo"
"2020/11/05 6:00:42 PM GMT-3","1","Engenharia Ambiental","Pombal","Não sei/Não quero responder","Algumas","Péssimo","Piorou","Pior","Não afetou","Raramente","Não","Sim","Ruim","Insuficiente","Não sei/Não quero responder","Maior","Sim","Ruim","Ruim"
"2020/11/05 6:05:51 PM GMT-3","2","Ciências Biológicas","Patos","Não","Algumas","Razoável","Piorou","Pior","Não sei/Não quero responder","Raramente","Não","Sim","Péssima","Razoável","Tão exigentes quanto","Maior","Sim","Ruim","Regular"
"2020/11/05 6:08:02 PM GMT-3","2","Arquitetura e Urbanismo","Campina Grande","Não","Algumas","Péssimo","Piorou","Pior","Pior","Frequentemente","Não sei/Não quero responder","Sim","Boa","Insuficiente","Mais exigentes","Muito maior","Sim","Regular","Excelente"
"2020/11/05 6:13:36 PM GMT-3","6","Nutrição","Cuité","Não","Algumas","Razoável","Piorou","Pior","Não afetou","Raramente","Sim","Sim","Razoável","Insuficiente","Tão exigentes quanto","Muito maior","Sim","Regular","Bom"
"2020/11/05 6:15:56 PM GMT-3","1","Farmácia","Cuité","Sim","Todas","Bom","Não sei/Não quero responder","Pior","Não afetou","Nunca","Não","Nao","Boa","Insuficiente","Mais exigentes","Igual","Não","Ruim","Excelente"
"2020/11/05 6:17:36 PM GMT-3","2","Ciências Biológicas","Patos","Não","Todas","Péssimo","Piorou","Pior","Não sei/Não quero responder","Não sei/Não quero responder","Não","Sim","Ruim","Insuficiente","Mais exigentes","Muito maior","Não","Péssima","Péssimo"
"2020/11/05 6:22:47 PM GMT-3","4","Ciência da Computação","Campina Grande","Sim","Todas","Razoável","Piorou","Pior","Melhor","Nunca","Sim","Não passo por essas dificuldades","Razoável","Razoável","Menos exigentes","Muito maior","Não sei/Não quero responder","Regular","Bom"
"2020/11/05 6:23:01 PM GMT-3","4","Engenharia Civil","Campina Grande","Não","Algumas","Razoável","Piorou","Pior","Não afetou","Raramente","Sim","Sim","Razoável","Bom","Tão exigentes quanto","Maior","Não sei/Não quero responder","Ruim","Bom"
"2020/11/05 6:24:17 PM GMT-3","7","Matemática","Cuité","Sim","Algumas","Razoável","Piorou","Igual","Pior","Frequentemente","Sim","Sim","Excelente","Bom","Tão exigentes quanto","Muito maior","Sim","Regular","Bom"
"2020/11/05 6:25:51 PM GMT-3","1","Administração","Sousa","Não sei/Não quero responder","Todas","Ruim","Piorou","Pior","Pior","Raramente","Sim","Sim","Boa","Razoável","Mais exigentes","Maior","Não","Boa","Excelente"
"2020/11/05 6:32:28 PM GMT-3","5","Direito","Sousa","Sim","Todas","Ruim","Piorou","Pior","Não afetou","Raramente","Sim","Não passo por essas dificuldades","Razoável","Razoável","Menos exigentes","Menor","Não","Regular","Bom"
"2020/11/05 6:34:16 PM GMT-3","7","Nutrição","Cuité","Não","Algumas","Razoável","Piorou","Igual","Pior","Raramente","Sim","Sim","Boa","Bom","Mais exigentes","Maior","Sim","Regular","Ruim"
"2020/11/05 6:37:22 PM GMT-3","7","Ciências Biológicas","Cuité","Sim","Algumas","Ruim","Piorou","Pior","Pior","Frequentemente","Sim","Sim","Boa","Razoável","Mais exigentes","Muito maior","Sim","Boa","Bom"
"2020/11/05 6:38:28 PM GMT-3","4","Farmácia","Cuité","Não","Algumas","Excelente","Melhorou","Igual","Não afetou","Nunca","Sim","Não passo por essas dificuldades","Excelente","Excelente","Mais exigentes","Maior","Não","Boa","Bom"
"2020/11/05 6:39:45 PM GMT-3","1","Geografia","Cajazeiras","Não sei/Não quero responder","Todas","Razoável","Não sei/Não quero responder","Não sei/Não quero responder","Não afetou","Frequentemente","Não sei/Não quero responder","Sim","Boa","Não sei/Não quero responder","Menos exigentes","Igual","Não","Excelente","Excelente"
"2020/11/05 6:44:46 PM GMT-3","1","Psicologia","Campina Grande","Não","Algumas","Razoável","Piorou","Igual","Pior","Raramente","Não","Sim","Razoável","Inexistente","Mais exigentes","Muito maior","Sim","Péssima","Péssimo"
"2020/11/05 6:54:57 PM GMT-3","3","Letras","Campina Grande","Não sei/Não quero responder","Algumas","Ruim","Piorou","Pior","Pior","Frequentemente","Sim","Sim","Boa","Razoável","Não sei/Não quero responder","Maior","Não sei/Não quero responder","Excelente","Excelente"
"2020/11/05 6:59:34 PM GMT-3","4","Design","Campina Grande","Não","Algumas","Razoável","Piorou","Pior","Pior","Raramente","Sim","Sim","Excelente","Bom","Tão exigentes quanto","Igual","Não","Ruim","Excelente"
"2020/11/05 7:00:01 PM GMT-3","2","Psicologia","Campina Grande","Não","Algumas","Razoável","Não mudou","Não sei/Não quero responder","Não afetou","Raramente","Sim","Não passo por essas dificuldades","Boa","Não sei/Não quero responder","Tão exigentes quanto","Igual","Não","Ruim","Regular"
"2020/11/05 7:03:36 PM GMT-3","10","Filosofia","Campina Grande","Sim","Todas","Razoável","Não mudou","Igual","Não sei/Não quero responder","Frequentemente","Não","Sim","Razoável","Inexistente","Mais exigentes","Muito maior","Sim","Boa","Ruim"
"2020/11/05 7:10:10 PM GMT-3","7","Filosofia","Campina Grande","Sim","Todas","Péssimo","Piorou","Pior","Pior","Frequentemente","Não","Sim","Ruim","Insuficiente","Mais exigentes","Muito maior","Sim","Ruim","Ruim"
"2020/11/05 7:14:13 PM GMT-3","8","Filosofia","Campina Grande","Sim","Algumas","Razoável","Não mudou","Igual","Pior","Frequentemente","Não","Sim","Ruim","Insuficiente","Tão exigentes quanto","Muito maior","Sim","Regular","Péssimo"
"2020/11/05 7:22:58 PM GMT-3","1","Nutrição","Cuité","Não sei/Não quero responder","Todas","Bom","Não sei/Não quero responder","Não sei/Não quero responder","Pior","Frequentemente","Sim","Não sei/Não quero responder","Boa","Razoável","Mais exigentes","Muito maior","Sim","Excelente","Bom"
"2020/11/05 7:25:02 PM GMT-3","1","Geografia","Cajazeiras","Sim","Algumas","Ruim","Piorou","Pior","Pior","Frequentemente","Não sei/Não quero responder","Sim","Razoável","Insuficiente","Mais exigentes","Muito maior","Não sei/Não quero responder","Boa","Bom"
"2020/11/05 7:28:18 PM GMT-3","7","Engenharia Civil","Campina Grande","Não","Algumas","Ruim","Não mudou","Pior","Pior","Raramente","Sim","Sim","Razoável","Inexistente","Mais exigentes","Muito maior","Sim","Regular","Bom"
"2020/11/05 7:31:33 PM GMT-3","1","Medicina","Cajazeiras","Sim","Algumas","Razoável","Piorou","Pior","Não afetou","Raramente","Sim","Não passo por essas dificuldades","Boa","Insuficiente","Menos exigentes","Não sei/Não quero responder","Não","Ruim","Regular"
"2020/11/05 7:31:52 PM GMT-3","5","Matemática","Cuité","Não","Algumas","Bom","Piorou","Pior","Não afetou","Raramente","Não","Não passo por essas dificuldades","Boa","Razoável","Tão exigentes quanto","Maior","Sim","Excelente","Bom"
"2020/11/05 7:37:52 PM GMT-3","9","Matemática","Cuité","Sim","Todas","Bom","Não mudou","Igual","Pior","Raramente","Não","Nao","Boa","Razoável","Tão exigentes quanto","Muito maior","Sim","Boa","Excelente"
"2020/11/05 7:40:05 PM GMT-3","10","Matemática","Cuité","Não","Todas","Razoável","Não mudou","Pior","Pior","Frequentemente","Sim","Sim","Razoável","Insuficiente","Mais exigentes","Muito maior","Sim","Regular","Regular"
"2020/11/05 7:42:12 PM GMT-3","1","Enfermagem","Cuité","Sim","Algumas","Razoável","Não mudou","Igual","Não afetou","Frequentemente","Não","Sim","Excelente","Razoável","Tão exigentes quanto","Maior","Sim","Regular","Excelente"
"2020/11/05 7:48:11 PM GMT-3","7","Medicina Veterinária","Patos","Não","Todas","Péssimo","Piorou","Pior","Pior","Frequentemente","Sim","Sim","Razoável","Bom","Menos exigentes","Muito maior","Sim","Péssima","Péssimo"
"2020/11/05 7:49:24 PM GMT-3","1","Enfermagem","Cuité","Não sei/Não quero responder","Todas","Bom","Não mudou","Não sei/Não quero responder","Pior","Raramente","Sim","Sim","Excelente","Bom","Tão exigentes quanto","Não sei/Não quero responder","Não sei/Não quero responder","Boa","Excelente"
"2020/11/05 7:54:51 PM GMT-3","1","Nutrição","Cuité","Sim","Todas","Bom","Não sei/Não quero responder","Não sei/Não quero responder","Pior","Raramente","Sim","Nao","Boa","Não sei/Não quero responder","Mais exigentes","Muito maior","Sim","Não sei/Não quero responder","Bom"
"2020/11/05 8:04:03 PM GMT-3","1","Enfermagem","Cuité","Não","Todas","Péssimo","Piorou","Pior","Pior","Frequentemente","Não","Sim","Boa","Não sei/Não quero responder","Mais exigentes","Muito maior","Sim","Regular","Bom"
"2020/11/05 8:14:05 PM GMT-3","9","Administração","Campina Grande","Sim","Todas","Razoável","Piorou","Pior","Pior","Frequentemente","Não","Sim","Razoável","Inexistente","Tão exigentes quanto","Muito maior","Sim","Boa","Bom"
